Date,net_pnl
2015-02-04,0.0
2015-02-05,-32.88863391255782
2015-02-06,18.58847886390831
2015-02-09,25.402941017280792
2015-02-10,9.640628460967008
2015-02-11,-24.37711020757873
2015-02-12,-9.279427217752795
2015-02-13,14.918980178389187
2015-02-17,9.05580106360246
2015-02-18,-5.462216479203414
2015-02-19,2.9385203001632325
2015-02-20,2.7664343761142076
2015-02-23,4.977179659159069
2015-02-24,-16.166803976338585
2015-02-25,6.498114803206589
2015-02-26,18.293809703856706
2015-02-27,21.13226684222442
2015-03-02,7.643668475318947
2015-03-03,0.5276641867089269
2015-03-04,0.9459244491332246
2015-03-05,-1.1743893776953234
2015-03-06,3.61099877763555
2015-03-09,-11.968289984514087
2015-03-10,-6.94137685275614
2015-03-11,-21.520793245587193
2015-03-12,4.738682062424135
2015-03-13,13.659162989372495
2015-03-16,-1.021822185447576
2015-03-17,8.318658386269073
2015-03-18,26.434137883671642
2015-03-19,4.415307570282936
2015-03-20,8.879925583471554
2015-03-23,9.597722808145502
2015-03-24,10.366577312479716
2015-03-25,19.8642586388205
2015-03-26,-4.485490605721282
2015-03-27,14.697190203738879
2015-03-30,-2.505247406728629
2015-03-31,-6.085039962033406
2015-04-01,13.348442985536272
2015-04-02,25.3079099045416
2015-04-06,-18.503549373470808
2015-04-07,23.158065029489983
2015-04-08,9.576727013558846
2015-04-09,7.07654431001471
2015-04-10,-17.430524020287038
2015-04-13,17.16189281740348
2015-04-14,9.031044896858715
2015-04-15,-0.5082660258168717
2015-04-16,4.101580801132332
2015-04-17,19.99124770312011
2015-04-20,-18.054164273032125
2015-04-21,-3.8407625715633618
2015-04-22,15.353793469790752
2015-04-23,10.05799264591876
2015-04-24,-19.86486891882638
2015-04-27,3.1569358104413
2015-04-28,1.4593543946019218
2015-04-29,17.310988633626305
2015-04-30,-8.38547712999127
2015-05-01,5.062988439805608
2015-05-04,9.514558585141199
2015-05-05,5.939008392338502
2015-05-06,13.17305344447678
2015-05-07,-2.5485117177782626
2015-05-08,41.72539461327665
2015-05-11,-8.556128309199385
2015-05-12,-6.9286847813827075
2015-05-13,-14.193033404019864
2015-05-14,-5.882029335999941
2015-05-15,7.236258986896917
2015-05-18,9.985239486168785
2015-05-19,-10.2808984609406
2015-05-20,8.767729509610252
2015-05-21,18.873147789479027
2015-05-22,-2.7986574724046247
2015-05-26,-4.809908917053391
2015-05-27,17.589941377312677
2015-05-28,8.086805690856274
2015-05-29,-6.346346738381697
2015-06-01,-11.598113409382348
2015-06-02,4.283550911336899
2015-06-03,-12.652574432279689
2015-06-04,12.861910642877842
2015-06-05,-17.251171665705407
2015-06-08,-1.0089974347042958
2015-06-09,-21.288407104806932
2015-06-10,7.4286647092724705
2015-06-11,7.221449202124649
2015-06-12,-0.7483883442258109
2015-06-15,12.591219677316396
2015-06-16,-23.427102733110363
2015-06-17,0.6465863826483945
2015-06-18,18.18611836208936
2015-06-19,-8.641069401357473
2015-06-22,-7.332362093764467
2015-06-23,0.7756522400758792
2015-06-24,-4.037804805248694
2015-06-25,-8.078351647757646
2015-06-26,24.56840849578364
2015-06-29,-9.39676706930794
2015-06-30,13.959367610768906
2015-07-01,-3.6493294668534313
2015-07-02,8.565715367707313
2015-07-06,5.756545157988294
2015-07-07,-0.29943413227100113
2015-07-08,-11.424913990756675
2015-07-09,20.20422272462741
2015-07-10,-0.28179515802402216
2015-07-13,-26.326696069647735
2015-07-14,-1.1930602406873205
2015-07-15,1.846011215186198
2015-07-16,-18.216696053390194
2015-07-17,-3.1733841839695454
2015-07-20,-9.937161223403496
2015-07-21,-4.57218102275424
2015-07-22,-20.011716148507578
2015-07-23,2.699659361471398
2015-07-24,-60.31500589996049
2015-07-27,25.85255568225365
2015-07-28,16.095361498697105
2015-07-29,5.58154110307967
2015-07-30,20.0773265732568
2015-07-31,-4.725691152604512
2015-08-03,-0.38627848422662064
2015-08-04,6.6737754875227004
2015-08-05,-5.051927475596993
2015-08-06,11.631950415724294
2015-08-07,13.362847077038756
2015-08-10,0.4538682102230942
2015-08-11,-8.021320057461297
2015-08-12,-10.660061868476438
2015-08-13,-13.795051797579253
2015-08-14,6.644794521615413
2015-08-17,-15.417284314089732
2015-08-18,10.845471784135354
2015-08-19,28.755318794341544
2015-08-20,-4.98721944057653
2015-08-21,-8.01793839377059
2015-08-24,-9.657193802117348
2015-08-25,-19.573938814052433
2015-08-26,30.665198053636754
2015-08-27,11.96434935842006
2015-08-28,-25.788623834223493
2015-08-31,0.7314822888087218
2015-09-01,-29.419958289351
2015-09-02,-3.1371469249200596
2015-09-03,15.745129747738185
2015-09-04,-1.389409048882864
2015-09-08,5.108374223927399
2015-09-09,3.5646600454557182
2015-09-10,1.9335756321666198
2015-09-11,-24.10239756058917
2015-09-14,3.0859950045811813
2015-09-15,-16.629802351158958
2015-09-16,7.967735328604873
2015-09-17,19.1082291844076
2015-09-18,17.94421659480953
2015-09-21,4.8957633258237765
2015-09-22,-11.896450968420346
2015-09-23,-11.256367226341112
2015-09-24,13.157289125008226
2015-09-25,2.9679904308827685
2015-09-28,11.525294997256065
2015-09-29,1.7782700092269055
2015-09-30,34.66562163298753
2015-10-01,58.24786503739572
2015-10-02,50.84449060170898
2015-10-05,10.158160835173785
2015-10-06,-9.976801847220793
2015-10-07,21.711741171006313
2015-10-08,-19.63357104429117
2015-10-09,41.5730747069134
2015-10-12,14.880155868004593
2015-10-13,16.80812886993465
2015-10-14,-2.8345954927092483
2015-10-15,6.698652019437224
2015-10-16,6.625405094988906
2015-10-19,0.6033414060498383
2015-10-20,21.515803570966696
2015-10-21,31.406415337871703
2015-10-22,-0.4675832372034984
2015-10-23,26.076997662089504
2015-10-26,17.227970195306078
2015-10-27,11.476615367825303
2015-10-28,14.334907459150138
2015-10-29,3.1833197771286756
2015-10-30,3.5015104903229686
2015-11-02,19.352772754731646
2015-11-03,22.32447645640721
2015-11-04,-6.0388055803816565
2015-11-05,21.706308157639196
2015-11-06,16.740587212054585
2015-11-09,16.264942924623636
2015-11-10,8.307371595792057
2015-11-11,13.275005592057353
2015-11-12,13.300041476488895
2015-11-13,24.929341925078116
2015-11-16,7.771629885166128
2015-11-17,-1.7427729609045584
2015-11-18,-3.4018774752515935
2015-11-19,6.430534350880097
2015-11-20,4.050850497032596
2015-11-23,0.8668161094399928
2015-11-24,0.8503499314492683
2015-11-25,-7.13430751308987
2015-11-27,-2.0887181611945116
2015-11-30,-4.4197980372130985
2015-12-01,-4.8869085597306405
