,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
MO,10.950374872490004,-10.770448083090557,7.4477239094159025,2.3867014602792396,-3.416995291110426,-6.041381910159563,-2.926774180724201,-5.209299241947598,2.8649601403569727,-7.947850790773662,2.4678083182990584,-4.7265393063175765,-1.906977661365782,3.1320207128485573,1.8994350536680757,1.48191221063805,2.2480853062366575,0.5333799856525644,-0.8911605723412261,-3.382463619623352
T,7.873121452186479,-11.184983589941549,6.679353170621141,-1.2999701458010249,-2.0783788473468308,-4.188120934553318,-6.91521077327841,1.624792548253095,0.03246150078237626,-2.9163764761280135,-3.1286549331175055,-1.1326431215051072,-3.0495943531184526,4.401641176986845,5.170780674363536,-5.870535621188868,-1.260145343041201,-2.4837560502974325,-1.4152435306893822,2.6145884803005313
ADP,3.706624042270115,1.9599214433331476,-3.3328564390045963,-8.353097929630183,6.914772271466068,3.478817772336298,0.7370472827684426,-5.183409477358155,-1.2260600280190967,-2.5280570242588003,2.8988232082683205,1.597613736610847,-3.927258760375384,-0.7034336336722432,2.044627952019354,-1.0209534367324158,0.035647506234999245,2.1353228508447843,-1.0935161880460467,5.516732457000826
AVB,13.852187682082121,-12.126435480396632,-17.43048070488055,2.575776896331463,1.3276269269970562,-0.5185713896201815,-2.9228685904608143,7.335522323389183,-4.9373748164991325,-4.502978692058824,14.813315791692194,2.4088404885062036,-0.09237886749576017,-2.121481179083991,-1.0158773305308917,3.876120889021059,-0.8851327358196457,1.5228533130682949,0.6932462298142124,0.5050086744040269
AVGO,-7.77710013891747,15.874028733503351,-2.2840213443509163,3.8673418706298257,-2.0346233990474336,6.161910763393545,-4.143383057672303,-6.7133899900324785,7.443695917785414,8.62004594941723,9.271393865004628,-5.275455931417934,0.5065289425532182,0.23267001227870887,2.068144943471035,-0.6105465229850904,2.083817114397695,-0.08145987005089445,2.30777195013581,-1.041515674196538
AVY,-1.8526461219629926,-2.2384394430012553,-3.2394782220397476,-9.483945447147372,-5.683906357705742,2.067977241479646,1.881028162858872,2.4602371519011283,3.840431882404606,-5.597194143600053,-3.339678106086334,-1.200807450900273,0.9337668678210531,-0.3487077363051502,-4.829146970140006,0.10269008576219109,-1.613564297335815,-1.6118987525583233,-0.44041975370071196,-4.371467028255842
AXON,-4.48316646619503,11.26606725207642,0.03799529384019818,9.593103243385901,0.17599164956538477,-2.884469188727534,0.8558141760360469,-2.508717433023352,-3.9152112411371034,3.6745843658604374,-1.514356603784955,5.556918318987513,7.820674108931492,-2.5931546288566723,1.8311102868979061,-0.3508720433065819,-1.9462332866969254,-0.5777894473236301,5.213539494928786,-0.11315408433488039
AZO,6.249981432684154,0.13637251904033165,1.9319025468962026,-1.345844861217596,-2.52939604440084,-9.468504145614185,9.225105962691854,-9.268230298442035,1.2862808582570087,6.310026725608712,2.17599020554876,5.721677695687488,-10.51018763550996,-2.494217741278244,-4.956859488511374,3.1235053739241083,-0.18167772443595614,-0.7312515692555588,6.316039098802999,5.103941601826303
BA,-10.944528509862213,-6.951520386447693,-6.5175644090709195,5.674987259102892,2.4999171609364823,-2.964732803099496,-2.84685634788479,-4.34028798814507,4.892555127160657,-4.173698703696667,-0.8569700455197592,6.250202537997655,2.8381458695479758,2.818651031501435,0.8496605731529153,-3.138775428306077,5.736555047062417,6.506783095338902,0.8976180667517916,-3.047742284971094
BAC,-16.61133497576846,-11.715058683219358,3.917266415015431,-11.41520881084133,3.923411247071418,-1.4872857131209376,-9.080831063093651,5.663526122588083,-6.7854654567060555,5.505598008724975,-2.4638624888796032,-2.4163706419423256,-3.519639557924082,0.2512844168572429,1.2797320773653447,3.1281794302743284,2.655029621024008,-0.08089290588066152,3.212511734028733,-1.6469330647941738
BALL,9.50203283564127,4.778951483827722,-0.260357030690895,-3.8454698580284723,-5.8253086402131835,0.25916753739663523,-1.0561535835815803,2.3571421580528464,-2.9916221936226677,-2.062854787068878,-4.905535491165181,-0.6496876388833539,5.580162733987062,-2.213601113634544,-0.9095311210456567,-1.581587161144486,-1.2677052066904402,-1.3201685634092362,-2.889343418880965,-4.197098053531331
BAX,9.92666528284279,4.653975201458528,8.328957210708012,-3.3076069281809586,4.356569440050115,-2.107167561404869,-2.21919041322297,11.917953688566037,4.207417443442815,-5.065841210671203,-4.3673391903373835,-4.0542190241016565,0.4842536288459192,-4.337148837004168,-3.2457458246580986,-5.348305178040819,3.1028517314854045,-4.799079075219884,-5.254020952215265,-1.2510233232631938
BBY,-4.237614243319611,4.419293216081087,0.6289229351039867,1.7681846547110627,-11.027268146199004,-8.574523807295181,3.370351228346152,-1.1594160050371332,-3.086074277577276,3.502075775673342,-2.983942796515586,2.959312657335276,-5.482439837950194,0.9614861967370845,-4.972424665657099,-1.7047982064707774,0.008769596591580574,0.1629676015940584,1.2383755600883068,2.5214386724785873
BDX,13.237363495475629,5.857357471911126,9.44239243397525,-4.442110251950611,7.245650809944528,-0.30849578936839633,2.40702869477664,10.951281265687562,6.433523767680101,-3.1215271400028026,-2.159656416684266,-4.123852420995321,2.8470097936566034,-3.940359715664266,-2.180260475351395,-0.3516244266720518,0.9552132417691785,0.6070021428273572,-3.6827885079053257,2.474053366608861
BF-B,13.042057902293616,-1.1773504787537181,1.6038851685255655,-1.6634277905903394,-3.6296399251944527,-1.4519464605290089,-0.6157204961192762,-4.2901993638911495,0.03761324552703826,-5.656697860368034,-1.9348998473611085,-5.523946647323282,-2.5347589977741563,-4.193822224115146,2.151063968858744,2.948815183329056,4.627542017478881,-2.0751030531552606,-0.6630167292094041,-3.9462699021189707
BG,-3.1332015657256362,-9.215439433474177,7.9894165916153135,7.487557210705107,-2.0623933881212095,1.2629968865756684,1.28173152145463,-0.8418236141997809,1.4098120190982815,7.6907444061696655,1.071657726215857,-3.4582019494586347,4.445185793286371,-2.1122641604649273,-1.0208189891445245,1.8041841353365577,1.3186648976375839,2.3611481607417586,-5.6911599104712005,-1.264011173566754
BIIB,6.357760987859868,10.638581132885943,12.806016574418596,5.578734124750493,0.9888012107811055,-6.1936921615104525,-1.0673632840214327,10.098810915347112,1.9470767826074509,3.914946944993236,3.1998153036350856,2.5089019215492354,0.007001624306157886,9.672927314760608,2.5982154254265954,-5.987969222455668,-1.615474362257058,8.390520266373636,8.38170811022252,-3.3489903063519773
BK,-13.028763918648808,-9.492454420346709,4.246288273146661,-10.745467886555579,3.8947196546439686,-1.7384822875955808,-6.825343790155683,4.022336402232561,-4.530154983592419,5.475806594409705,-2.043773424163005,-3.248293846276191,-1.2696294996375055,0.5995149024092057,1.5288281328959463,1.6076441644658934,1.6342066211732913,-1.1782661704888808,2.0233847318210025,-3.8833686288641864
BKNG,-11.60088735515615,1.7068730079118184,-5.49788282899558,3.631775089076757,5.402993810468746,-2.961087502444986,-8.797114079882078,-4.351712674360106,6.521901682689106,-9.449534878544656,-4.479436530005233,1.982558325554816,2.208255409270187,1.1406813698203113,-0.634901947545911,2.661331870878987,-2.7287130875169088,1.173391145256685,2.393469242909851,-5.362594198204517
BKR,-13.030344370188898,-12.578650663693507,11.006770844865612,11.506700340149678,0.8427056510984736,11.661112481853108,2.7618808459472106,-0.33604456319760917,-4.399260476370982,-2.564918362232087,0.04700907458883583,-0.6249436530127231,-2.4390513980237847,1.8611739400507399,-3.112199305908059,0.3995663658437534,-1.274911393090168,-0.3516183011008547,0.5621167892756697,2.2770188182213063
BLDR,-9.491874054547509,2.6694901957496007,-3.634135243685338,3.6171462778738186,-8.681285439979435,-6.745751003753953,7.942165273640359,0.87846570342213,-4.184179608458287,4.3922453475359875,-1.9989117270130905,1.0406907182353695,1.9554658101680265,9.873635914106519,-1.2254288639520086,-4.704906209811545,1.9012687543983755,-7.272988093280729,0.938979787578975,-1.8724271356054747
BLK,-6.014976768083599,3.339013668125171,-2.671543350230384,-12.42464686204298,-0.4672255581696425,4.23374407046611,-0.5025802188640502,2.8353519958885345,-3.7943533154086633,1.9180019711701817,-2.19344812167569,-3.0263230379065327,-4.9676609672870855,2.0730785961286773,2.365295874225974,0.5994475649850004,1.4329769015120344,0.6419359252772345,3.263531457194687,-4.2828639629037815
BMY,9.157422794477005,0.8334237886462171,12.408963723574216,1.119111446245901,7.02319737038431,-6.084230817113086,0.3573491239613509,8.152954555319704,5.47313988174452,-1.8998815633387014,2.185793805217496,-0.43117757305047993,2.0651580776598006,1.2255636481928165,2.3816492065632326,-7.194825574606282,-1.1230584810083044,10.895359675377737,5.467010579134097,1.9274251272063336
BR,4.581030640870851,8.972251851614443,-1.9645009385853227,-7.489352097589448,3.1964939774961625,4.8363205063067465,0.8235179448055828,-1.093966859067458,-3.2414444891158194,-7.86331658149591,-2.3292661093047657,2.095905689944837,-0.8722424837177566,0.20494342883277733,-3.7291141048899696,3.216760579432287,-1.8197061993868435,-0.471921711696541,-1.82216098199256,6.2323712523633
BRK-B,-5.031577891864489,-8.900521368439625,3.2053418852219218,-13.380395949587433,5.0180628344861065,2.8240426096610807,-2.699673219978387,-3.8749678569618933,-0.8133329645001608,-0.8301895002501976,0.48850266543042126,-3.0229486897160007,-2.2296777093691422,1.0530060115580966,2.107339070999475,-1.3607011391662984,-2.9474861226327604,4.362034121151631,-0.408234470624351,1.2047220690967495
BRO,5.225023556541556,0.6505036354884967,-0.5640664774093522,-12.272315198703307,7.506085325042619,2.458899253235516,3.0227782255465976,-6.768712796660244,-4.5969885808143855,1.853248063617617,-0.25748268514659906,2.9881659548308526,7.025073989391754,2.4199227288678036,-7.050198986256088,-1.0932899818458883,-7.903955352150243,-0.4219823690635502,-1.8429179959741258,5.871657797216274
BSX,2.3392168442889103,2.8817657665938086,-1.6144425677807428,0.36057701728867886,12.989653687687552,-0.7650202787237359,3.89302313422244,2.518161561109288,8.060194968871347,-6.533166828139015,-0.6781586019237896,-2.3115338833327153,2.14739113109676,-4.325142839342861,-0.10329520436429922,-0.9158735608165456,1.4524381633319998,-7.394184736712733,1.7332697786336586,-1.8376574724021832
